account.licenseNumber;listing.address.point.lat;listing.address.point.lon;listing.advertiserId;listing.totalAreas
006616-J-RJ;-23.000371;-43.365895;259c7acd-b371-45b5-a52e-8d8b7f6eb423;50m2
04177-J-PR;-25.470823;-49.288524;f8710075-6377-ae9f-0de3-26a26e81244b;248m2
24344-J-SP;-23.51112;-46.692918;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;64m2
04547-J-RJ;-22.900007;-43.099336;4e80ff3a-3bc9-9950-1de2-de5816852a40;95m2
00520-J-SP;-23.511369;-46.872942;9b110c9e-b761-fad0-f131-00c94f6daeee;49m2
24242-F-RJ;-22.98252;-43.219886;0f3347c6-f928-7836-5b00-9240a6a16cd2;85m2
23643-J-SP;-22.88841;-47.060624;7a66f32d-43e9-55f9-cb78-cdcdc0f444ea;42m2
131313-J-SP;-21.16008;-47.835119;8b56e11d-a8e0-e0b9-5853-a613f8f9c674;72m2
29076-J-SP;-22.894572;-47.041874;6eda4c94-79b5-96a4-f2d1-c982e49fdc38;76m2
05381-J-RJ;-22.929165;-43.236325;a330148f-076e-2720-c6d6-29b750380c4a;normalm2
normal;-23.63646;-46.561374;640dec92-2c12-7feb-f159-b4771b7676a7;59m2
35150-J-SP;-24.308226;-46.982983;84890f12-21f6-fb66-76c7-8bc8ec02e9c8;115m2
24344-J-SP;-23.482358;-46.641747;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;75m2
04885-J-RJ;-22.940446;-43.177464;2c87f945-2299-7259-781a-de331cf229cb;61m2
10179-J-SP;-22.864638;-47.029511;394e6e62-1cc3-af5d-b465-902b6cb44261;106m2
24344-J-SP;-23.624631;-46.728805;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;73m2
31617-J-SP;-24.036245;-46.491699;92a3572b-3347-0c92-4ed6-1b84c5aeb4d4;48m2
006944-J-RJ;-22.80044;-43.200674;dc5aa796-cc6c-2992-de3f-bbf2a549c1ee;90m2
04177-J-PR;-25.471439;-49.291585;f8710075-6377-ae9f-0de3-26a26e81244b;99m2
29076-J-SP;-22.824478;-47.270408;6eda4c94-79b5-96a4-f2d1-c982e49fdc38;57m2
24344-J-SP;-15.873008;-48.063696;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;71m2
26720-F-SP;-23.828121;-46.118352;fadf4699-b7c3-2dcb-2c53-fd6e929f74b3;56m2
normal;-23.525368;-46.655549;03d0df56-7c49-c45d-4c25-7fc6140c060d;65m2
04269-J-PR;-25.514492;-49.163527;b85b0bc3-1911-9f16-4285-7bfe10106927;52m2
05172-J-SP;-23.476441;-46.564266;4ef77a9f-3efd-7d85-4dd6-9fb590c3e9b0;45m2
29744-J-SP;-23.619394;-46.675625;e1af79c8-5127-2d3b-af18-6edd6d6489fe;100m2
normal;-30.042113;-51.192836;a71992cd-5734-32f8-12a5-1d8d91e8e12b;normalm2
00000-F-RJ;-22.998149;-43.378258;d8e46d4f-4333-0908-d24a-b44fb5f8116a;normalm2
20220-J-SP;-23.61937;-46.575263;705c521a-a882-3db5-4525-57a1a5161039;1880m2
131313-J-SP;-21.191736;-47.786287;8b56e11d-a8e0-e0b9-5853-a613f8f9c674;85m2
20020-J-SP;-22.882073;-47.046555;fe7ef799-a426-889b-5cd4-d4495b4134be;87m2
24344-J-SP;-22.975008;-43.198217;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;76m2
02010-J-SC;-27.581308;-48.592406;4ff00911-cf90-96be-ca12-648d93550b72;67m2
05696-J-RJ;-22.901482;-43.124734;0c24ef5e-8aae-2f02-9afd-50f0b56e9038;80m2
24344-J-SP;-19.882619;-44.006507;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;68m2
01451-J-RJ;-22.906756;-43.564123;c950aaa9-3e06-c7b4-f591-b750270362b2;normalm2
44762-F-RJ;-22.421129;-42.977088;d4a2c99d-8b71-9ac0-d8de-231e863964e7;normalm2
24344-J-SP;-23.536678;-46.652484;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;50m2
24344-J-SP;-23.535291;-46.769183;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;67m2
28914-J-SP;-22.907056;-47.085059;e63c21f6-bb9a-16b5-cc81-8519e02693c3;85m2
21729-J-SP;-23.581792;-46.57387;cd94aca2-5dd5-886e-de02-d37e6106f204;75m2
24344-J-SP;-23.556947;-46.572528;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;70m2
05225-J-PR;-25.491524;-49.273112;1df64cd8-8e00-850c-d92d-e35b79ce6f10;86m2
14701-J-SP;-22.88879;-47.041829;34413af9-f53e-0658-cbd3-e2d259dc3934;66m2
11349-J-SP;-22.93248;-47.033524;c8b7471e-2430-5b77-83c9-4391507970ba;55m2
24344-J-SP;-22.921113;-43.188147;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;80m2
163961-F-SP;-24.018258;-46.441361;1796a11d-2761-2698-476f-522f1c71fdc8;63m2
03524-J-MG;-19.928151;-43.942982;620b02e4-2631-492a-3c26-d09528b47ed5;122m2
131313-J-SP;-23.197497;-45.886087;8b56e11d-a8e0-e0b9-5853-a613f8f9c674;36m2
13485-J-SP;-23.628558;-46.63624;80bb9ccc-4bdd-0183-63be-90356461cd3d;150m2
14701-J-SP;-22.88879;-47.041829;34413af9-f53e-0658-cbd3-e2d259dc3934;66m2
11349-J-SP;-22.93248;-47.033524;c8b7471e-2430-5b77-83c9-4391507970ba;55m2
24344-J-SP;-22.921113;-43.188147;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;80m2
029336-J-SP;-23.227493;-45.92497;a8fa87b0-ac3f-6b0f-45f7-44c909055ce8;85m2
24344-J-SP;-19.926453;-43.917244;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;57m2
01554-J-MG;-19.747367;-47.939154;e9106dde-e1a6-28bb-54d9-c296a2cb4312;1m2
28894-J-SP;-23.533372;-46.791451;808cb94c-f552-08e1-88e2-81b586a124a7;67m2
35150-J-SP;-24.305098;-46.979042;84890f12-21f6-fb66-76c7-8bc8ec02e9c8;156m2
24344-J-SP;-23.550677;-46.691691;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;62m2
24344-J-SP;-15.841596;-48.028829;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;58m2
24344-J-SP;-23.644253;-46.544817;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;50m2
04482-J-RJ;-22.96264;-43.176038;0a7e0ccc-6045-65d7-8e00-1accdb84c8c2;55m2
24344-J-SP;-23.551256;-46.646635;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;80m2
20288-J-RS;-30.110308;-51.231955;ec91f3fe-1a93-8306-7eca-19749a030152;40m2
30295-J-SP;-23.55052;-46.633309;7b110173-844d-f3a5-a8de-166ad38c8c64;63m2
16377-J-SP;-23.660051;-46.695372;66ecc1b0-df54-0856-0fb5-6ad0483f6bae;5000m2
24344-J-SP;-23.544664;-46.651234;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;46m2
23643-J-SP;-22.889547;-47.048701;7a66f32d-43e9-55f9-cb78-cdcdc0f444ea;104m2
22236-J-SP;-23.541974;-46.696261;a6434e3e-39b3-ad9a-17e8-9cf334aded6e;70m2
normal;-23.605181;-46.575566;640dec92-2c12-7feb-f159-b4771b7676a7;62m2
normal;-23.002886;-43.327282;067f2569-4499-13bb-d20f-fb48601f326c;64m2
12735-J-SP;-24.005708;-46.27149;226a0f6d-a68d-6ce4-0232-03639f4e07e5;65m2
167474-F-SP;-23.476804;-46.542706;c628c4a8-86e6-1661-808c-64353b5c37d5;95m2
normal;-27.584286;-48.501944;701b0dee-1774-ab17-d9f0-ad7e13fdb054;57m2
24344-J-SP;-23.612883;-46.682828;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;80m2
35315-F-RS;-29.693218;-51.23061;61152e64-4dae-e2a9-8db3-94be53de3177;210m2
14226-J-SP;-23.561167;-46.578667;932c7e17-f6d2-0e22-32e7-37275d869247;1m2
24667-J-RS;-30.02496;-51.13753;16f29257-2ec8-034f-77ad-f788cf1dd4bc;110m2
28814-F-PR;-31.778427;-52.326574;d0dbf423-4a38-ea0f-0c57-4e471ce9981a;47m2
24344-J-SP;-22.927202;-43.365208;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;58m2
24344-J-SP;-23.60578;-46.692167;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;80m2
24344-J-SP;-23.637292;-46.580928;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;50m2
03214-J-MG;-19.944698;-43.936693;85d8b89f-c041-f6b0-ab35-64b18f427c93;125m2
24344-J-SP;-23.580004;-46.643497;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;48m2
30338-J-SP;-23.67631;-46.561557;3eecf98a-bca2-a28d-d7d4-4b13062db4c5;56m2
24344-J-SP;-23.565325;-46.51513;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;61m2
normal;-30.030593;-51.211025;a71992cd-5734-32f8-12a5-1d8d91e8e12b;normalm2
138581-F-SP;-23.636127;-46.596782;a546d9cd-6f3d-4417-6ccf-cf06ed4cf051;65m2
normal;-23.467035;-45.068489;c4f41940-c1e9-4d04-8086-ee6a2f5f2d2a;normalm2
24344-J-SP;-23.474567;-46.876025;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;144m2
18548-J-SP;-23.617537;-46.551466;b593fff7-a222-8b76-9767-5bb06b5e19bc;64m2
63660-F-SP;-23.484932;-46.609371;d940ef85-cf4e-ba26-f1c0-64f8ec415f16;68m2
164873-F-SP;-23.493051;-46.846819;dfc3fec0-d044-cbc0-3ac0-c64fd9678416;82m2
49700-F-RS;-29.908823;-51.165522;cc41129a-909d-b278-3dfe-88ed90bc87c3;76m2
49700-F-RS;-29.908823;-51.165522;cc41129a-909d-b278-3dfe-88ed90bc87c3;76m2
normal;-23.56826;-46.653885;5ca8d65b-28d4-5fe4-3c89-e8d239f9c99b;140m2
18591-J-SP;-23.591558;-46.623283;5f1f3bbf-0a3b-732e-576a-1710391021d1;158m2
84625-F-SP;-23.983147;-46.298487;7f7e4977-adb9-9d48-ca67-8beed8110141;normalm2
24344-J-SP;-23.565325;-46.51513;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;61m2
138581-F-SP;-23.636127;-46.596782;a546d9cd-6f3d-4417-6ccf-cf06ed4cf051;65m2
normal;-23.467035;-45.068489;c4f41940-c1e9-4d04-8086-ee6a2f5f2d2a;normalm2
04253-J-MG;-19.974187;-43.970625;fb32e5ce-84b2-ebcd-30d1-24d9e2f40e95;459m2
24344-J-SP;-23.474567;-46.876025;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;144m2
06322-J-SP;-20.820007;-49.366564;66e0d1be-78be-2744-cdc6-779ee9bec2f4;65m2
18548-J-SP;-23.617537;-46.551466;b593fff7-a222-8b76-9767-5bb06b5e19bc;64m2
24344-J-SP;-23.698237;-46.568785;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;60m2
63660-F-SP;-23.484932;-46.609371;d940ef85-cf4e-ba26-f1c0-64f8ec415f16;68m2
22501-J-SP;-23.48568;-46.592183;d9f14e17-ac8d-0c4d-7a15-b3e47c66d232;57m2
01554-J-MG;-19.747367;-47.939154;e9106dde-e1a6-28bb-54d9-c296a2cb4312;300m2
35150-J-SP;-24.305098;-46.979042;84890f12-21f6-fb66-76c7-8bc8ec02e9c8;146m2
24344-J-SP;-23.55072;-46.593324;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;118m2
03135-J-MG;-19.88222;-43.999613;2a81a637-8e83-dcce-3f3e-8f1076230815;78m2
10179-J-SP;-22.894797;-47.197309;394e6e62-1cc3-af5d-b465-902b6cb44261;56m2
10179-J-SP;-23.033863;-46.98054;394e6e62-1cc3-af5d-b465-902b6cb44261;88m2
27466-J-SP;-23.5597;-46.775828;acb1072f-6337-bbd2-cf7c-13c773d671ee;50m2
077071-F-RJ;-22.977258;-43.232601;bd90c46d-685c-5bdc-f5f8-49ff350cca4f;103m2
24344-J-SP;-23.472675;-46.637437;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;50m2
24344-J-SP;-23.633294;-46.715746;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;49m2
24344-J-SP;-23.448657;-46.548233;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;80m2
25847-J-SP;-23.969404;-46.314822;a409a2a6-d71c-b69f-8f4c-232d446e9146;132m2
001630-J-RJ;-22.97143;-43.41265;37e134c5-0562-7b2f-aa8a-93e1b9c92082;53m2
25369-J-SP;-23.535217;-46.49743;7a51b85b-cbe3-bde3-563c-bbc8c0d68f94;500m2
73248-F-RJ;-22.415015;-41.817222;eb5d1a6b-95bf-e226-90f4-e9723b05b704;126m2
05843-J-PR;-23.304452;-51.169582;d680165f-5502-4bb3-8044-ce3e8aa47f75;84m2
03327-J-MG;-21.766018;-43.34312;3ad51e7d-29a5-b59f-a940-a91ef7187479;116m2
25225-J-SP;-23.185708;-46.897806;29a60e46-c358-0e1b-4921-e3dac0843444;54m2
24344-J-SP;-23.563487;-46.72101;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;77m2
07530-J-RJ;-22.983821;-43.216399;3e24a616-da5d-a62e-6765-12f19e04f717;normalm2
24344-J-SP;-27.591534;-48.492494;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;77m2
03751-J-PR;-25.402703;-49.24923;65f1d9ca-2020-a5ed-c36b-9df71a4293b6;81m2
07500-J-RJ;-22.899674;-43.116217;82fb4ce9-7c95-8ec0-3943-495124a8088e;normalm2
74867-F-SP;-23.629073;-46.688154;3d4780ce-ba1b-d2b3-026e-c9ffee18573e;36m2
74867-F-SP;-23.629073;-46.688154;3d4780ce-ba1b-d2b3-026e-c9ffee18573e;36m2
normal;-22.900552;-43.108455;974ed8a1-a23c-35dc-713e-9c68e6a5bdd1;85m2
normal;-20.810583;-49.381524;1cda44f4-736a-1569-ed5b-0cb845263180;138m2
515030-F-RJ;-22.843397;-43.32517;9109eecb-4d6d-2846-0fc7-27ef1366a9b9;80m2
00769-J-SP;-23.580418;-46.558444;4c7179dc-f66f-1920-8c74-b127abec1d03;49m2
00037-J-SP;-22.997065;-45.56176;bb393402-44e9-3e5f-93bb-0622ab525181;54m2
05843-J-PR;-23.304452;-51.169582;d680165f-5502-4bb3-8044-ce3e8aa47f75;90m2
24344-J-SP;-23.536652;-46.654862;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;49m2
8236-J-RJ;-22.431954;-42.977945;4f892526-981a-3ce8-6ca2-31481850801a;90m2
515030-F-RJ;-22.905238;-43.242255;9109eecb-4d6d-2846-0fc7-27ef1366a9b9;70m2
24344-J-SP;-19.923276;-43.941053;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;80m2
001630-J-RJ;-23.002867;-43.433735;37e134c5-0562-7b2f-aa8a-93e1b9c92082;82m2
027717-F-RJ;-22.906847;-43.172897;c65f8015-7b93-489d-59a3-84bd2f2ffbe9;220m2
26972-J-SP;-23.553541;-46.637988;a2e6808d-da0f-fe34-a95b-5951a5f3812e;42m2
17862-J-SP;-23.001482;-46.989928;22fe3b7a-19a0-0ca2-c096-835ce790696d;83m2
012480-J-SP;-22.588474;-47.422424;9971be66-59bf-e362-49cc-b655f47254b2;70m2
047250-F-RJ;-22.981299;-43.198909;f4d4df5c-f8a7-fcd4-0a55-9e92549d1ace;78m2
74867-F-SP;-23.629073;-46.688154;3d4780ce-ba1b-d2b3-026e-c9ffee18573e;36m2
74867-F-SP;-23.629073;-46.688154;3d4780ce-ba1b-d2b3-026e-c9ffee18573e;36m2
01141-J-MG;-19.856394;-43.956335;1607e273-239a-dacc-0377-9a527ab1b051;74m2
normal;-20.810583;-49.381524;1cda44f4-736a-1569-ed5b-0cb845263180;138m2
515030-F-RJ;-22.843397;-43.32517;9109eecb-4d6d-2846-0fc7-27ef1366a9b9;80m2
00037-J-SP;-22.997065;-45.56176;bb393402-44e9-3e5f-93bb-0622ab525181;54m2
05843-J-PR;-23.304452;-51.169582;d680165f-5502-4bb3-8044-ce3e8aa47f75;90m2
8236-J-RJ;-22.431954;-42.977945;4f892526-981a-3ce8-6ca2-31481850801a;90m2
015908-J-SP;-23.549335;-46.654608;baccf0a3-28a2-2930-59f4-af0808c4ba2b;100m2
70300-J-RJ;-22.928781;-43.243336;3a9a9ada-d30e-c896-2999-c5ea56966170;44m2
515030-F-RJ;-22.905238;-43.242255;9109eecb-4d6d-2846-0fc7-27ef1366a9b9;70m2
24344-J-SP;-23.546149;-46.773017;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;41m2
047250-F-RJ;-22.982335;-43.219938;f4d4df5c-f8a7-fcd4-0a55-9e92549d1ace;90m2
28814-F-PR;-22.878565;-43.337437;d0dbf423-4a38-ea0f-0c57-4e471ce9981a;55m2
05843-J-PR;-23.304452;-51.169582;d680165f-5502-4bb3-8044-ce3e8aa47f75;110m2
105516-F-SP;-23.470154;-46.654352;2d3bfde2-dfec-4670-28c5-1b121bd3063c;55m2
24344-J-SP;-19.975693;-43.966827;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;141m2
normal;-22.875448;-43.266501;ebb94877-d275-b202-73c3-6486d977bd91;50m2
03359-J-SP;-23.454315;-46.533652;b973419b-b606-8717-730e-40b4c05ef0f7;57m2
11888-J-GO;-23.541727;-46.643073;fbb691a3-0d06-5b8b-90a5-752872639bb2;30m2
01372-J-RJ;-22.928981;-43.243279;c8d03e88-9150-507a-8e64-1a83a040cd0c;80m2
03011-J-MG;-19.925167;-43.988363;a5e19928-0877-1533-2443-98cdb949a0bd;100m2
normal;-30.030609;-51.207116;ee65c6b6-70fc-b424-5779-0ba356f347a1;80m2
normal;-23.623695;-46.579068;640dec92-2c12-7feb-f159-b4771b7676a7;81m2
01873-J-MG;normal;normal;3c8ac49d-58a5-f374-4fdc-a6ec5e3d89d7;90m2
01372-J-RJ;-22.963344;-43.177946;c8d03e88-9150-507a-8e64-1a83a040cd0c;82m2
10771-F-MG;-19.870936;-43.983305;d4cf0dda-ea21-26f0-302b-db755723d02e;70m2
04039-J-MG;-19.83071;-43.965411;91184497-bdc0-5d1d-b36d-6065c140b7eb;360m2
27255-J-SP;-23.636378;-46.567844;bae701a2-7cad-8ebc-c72b-42a99259ba82;61m2
29076-J-SP;-22.852214;-47.049788;6eda4c94-79b5-96a4-f2d1-c982e49fdc38;77m2
164873-F-SP;-23.484911;-46.853596;dfc3fec0-d044-cbc0-3ac0-c64fd9678416;69m2
27419-J-SP;-23.559316;-46.748245;b46486f8-9f6a-6aeb-e718-1875a71e3f34;50m2
24344-J-SP;-23.675674;-46.680037;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;50m2
normal;-22.924724;-43.189806;9f54f64e-b180-91d2-744c-40e7d14499af;150m2
24344-J-SP;-23.500368;-46.719366;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;43m2
8236-J-RJ;-22.40758;-42.965436;4f892526-981a-3ce8-6ca2-31481850801a;122m2
73427-J-SP;-23.185708;-46.897806;9539267e-c9a5-1ac3-7e03-b626abddea51;84m2
24344-J-SP;-23.014219;-43.450444;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;60m2
03703-J-PR;-23.316829;-51.153975;b0cac9f3-5c14-e5d4-c19e-62c305b54183;70m2
168895-F-SP;-21.163128;-47.83496;60c69223-dc93-beb2-9c42-4c295b59937d;46m2
00932-J-BA;-12.980739;-38.450248;ab38658d-87a3-4322-c96e-03a335d38068;62m2
164873-F-SP;-23.493622;-46.846743;dfc3fec0-d044-cbc0-3ac0-c64fd9678416;78m2
00254-J-SC;-27.58995;-48.583271;4facce12-e20d-00a9-e96c-f0fec9d61fb8;80m2
031436-J-SP;-23.599325;-46.674272;3f7af657-7092-50f0-284c-44a43cacfa86;32m2
04177-J-PR;-25.445136;-49.289538;f8710075-6377-ae9f-0de3-26a26e81244b;353m2
22850-J-RS;-30.016434;-51.169774;6be503a6-57ad-e114-2a5c-9f07fff72711;61m2
24344-J-SP;-19.930773;-43.912928;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;68m2
24344-J-SP;-23.561468;-46.683324;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;60m2
24344-J-SP;-19.879984;-43.991639;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;70m2
17181-F-RJ;-22.979304;-43.416742;47f6855d-7536-f791-af60-a404513f57bb;normalm2
00932-J-BA;-12.980739;-38.450248;ab38658d-87a3-4322-c96e-03a335d38068;62m2
24344-J-SP;-23.631307;-46.739645;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;72m2
00725-J-CE;-3.745604;-38.452885;fab5bcf2-cb3b-1791-18aa-d3f1d7bc85a7;125m2
19162-F-RS;-29.984663;-51.126244;847d0f60-f5c3-b241-be6a-7a60a12c14bb;79m2
18568-J-SP;-22.825743;-47.26782;59ee516a-45f9-9458-d80c-83712388eaf9;112m2
03459-J-SC;-26.912464;-49.108912;361dd5ce-afab-a1d8-c07b-07627a04223d;65m2
47120-J-RJ;-22.937511;-43.350374;08172d30-2c77-3bd8-5459-ad6dd8da5e2d;86m2
22671-J-SP;-22.897736;-47.059138;3f549879-0117-10d0-688a-1c25bdb8727d;65m2
20264-J-RS;-30.050186;-51.199585;0d8b8c9d-334a-1e43-2798-76a61ee75882;45m2
20220-J-SP;-23.61937;-46.575263;705c521a-a882-3db5-4525-57a1a5161039;154m2
29121-J-SP;-22.564402;-47.435559;25e71662-c3a8-8a51-0dbd-e826011ed542;72m2
03703-J-PR;-23.311897;-51.16748;b0cac9f3-5c14-e5d4-c19e-62c305b54183;110m2
19663-J-SP;-20.816821;-49.385943;17b40f11-4f2f-e28a-a932-86e0c8e20916;80m2
02941-J-PR;-23.322235;-51.160786;195b8489-a3d2-3f8b-e975-8ac1fce1b956;113m2
normal;-22.994253;-43.234102;25ba29a7-97be-9cf6-ca32-4bd68f931cb5;normalm2
29139-J-SP;-23.540286;-47.444598;c9839115-5996-51e9-03ab-f1cca4d45546;57m2
20046-J-SP;-21.219328;-47.797239;39a2a65e-bb29-07c7-650b-52d3775e354d;260m2
05207-J-RJ;-22.925908;-43.232669;711dcf3d-2130-5041-6cdf-c1371bb4c6a5;normalm2
03009-J-MG;-19.929165;-43.945535;4af96c38-6702-0129-ec15-f5b2959f8ec7;150m2
05222-J-MG;-19.937277;-43.931179;cc29a12f-c79f-7478-60b0-b50548203431;77m2
34599-J-SP;-22.737889;-47.333691;14f30c45-7c8f-26a2-fba9-6e59048a8e4a;66m2
normal;-23.482472;-46.597484;81d43f22-3a25-704f-4531-bb53958f7eb5;60m2
20020-J-SP;-22.880851;-47.071668;fe7ef799-a426-889b-5cd4-d4495b4134be;64m2
004597-J-RJ;-22.984497;-43.194667;0e8a0b04-6821-9bcd-9a4f-be2a8c0922b3;60m2
164873-F-SP;-23.496575;-46.845063;dfc3fec0-d044-cbc0-3ac0-c64fd9678416;72m2
24344-J-SP;-23.622473;-46.735905;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;110m2
27466-J-SP;-23.555319;-46.778608;acb1072f-6337-bbd2-cf7c-13c773d671ee;74m2
24344-J-SP;-23.662485;-46.674495;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;59m2
24344-J-SP;-23.557473;-46.651304;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;64m2
25225-J-SP;-23.185708;-46.897806;29a60e46-c358-0e1b-4921-e3dac0843444;94m2
24344-J-SP;-15.797824;-48.092969;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;50m2
29839-J-SP;-22.877271;-47.037019;3455a872-81e3-dcbc-88c4-5df254a3802d;82m2
25618-J-SP;-23.528015;-46.69229;882bc971-08c8-7992-fdd0-dccba3f0f23b;150m2
07072-J-ES;-20.260491;-40.266381;46c21b2b-f74f-ebe1-7fd5-b15379962999;58m2
70524-F-RJ;-22.438263;-42.979393;22640bcd-c82e-9058-6eae-98171057d8e5;93m2
03444-J-SP;-23.499126;-46.58853;48383054-3969-7ce4-ec6e-27cdb2e4f7ab;42m2
04308-J-RJ;-22.894222;-43.276381;82c8bd74-686a-eb77-e96b-ddc1178b716b;120m2
11296-J-SP;-22.905136;-47.094564;4558dce5-23d0-1043-0a64-c755fb40f1c5;120m2
normal;-22.930081;-43.353563;311ce06d-6946-3dee-cc90-9d349ab990d4;normalm2
26697-J-SP;-20.844748;-49.365907;1b439fa9-f0ab-0f7e-9a95-4f155daae83e;48m2
06230-J-PR;-25.436869;-49.333116;4d0d13a8-70ad-7a8c-3da6-5d92437a0d63;120m2
30184-F-RJ;-22.965785;-43.189666;060d43d4-95e6-dc9e-0f3d-dddfbfb93100;90m2
13485-J-SP;-23.628558;-46.63624;80bb9ccc-4bdd-0183-63be-90356461cd3d;150m2
057449-F-RJ;-22.966923;-43.181747;04895c1d-699b-8dd2-bfe9-ff7d39925b33;82m2
03751-J-PR;-25.402703;-49.24923;65f1d9ca-2020-a5ed-c36b-9df71a4293b6;81m2
24344-J-SP;-23.544319;-46.64903;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;47m2
normal;-25.419818;-49.254116;6aef21c7-0dd9-0949-b3db-a0efe5e29939;122m2
164873-F-SP;-23.496006;-46.845138;dfc3fec0-d044-cbc0-3ac0-c64fd9678416;89m2
26533-J-SP;-20.820895;-49.394324;e3da46b2-54b6-484e-51b1-920e840ccfcb;140m2
24344-J-SP;-23.719145;-46.544499;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;84m2
25618-J-SP;-23.528015;-46.69229;882bc971-08c8-7992-fdd0-dccba3f0f23b;150m2
07072-J-ES;-20.260491;-40.266381;46c21b2b-f74f-ebe1-7fd5-b15379962999;58m2
24344-J-SP;-19.876021;-43.987809;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;55m2
92329-F-SP;-23.625182;-46.742557;1b3f7653-30dd-6824-ead1-107bba199179;69m2
08794-J-SP;-23.559315;-46.665899;4499a2dd-2e15-3575-c454-28b9d3344ac7;104m2
75127-F-RJ;-22.939123;-43.173814;6c466731-1465-fd3f-501b-ab10774480d8;150m2
32313-J-SP;-23.527208;-46.650239;eb106725-3cc3-561e-9c80-944555ba0b9f;54m2
22850-J-RS;-30.018369;-51.162552;6be503a6-57ad-e114-2a5c-9f07fff72711;65m2
5322-J-RJ;-22.885927;-43.115259;7bb45316-5025-086e-b45c-089108eb0277;110m2
03214-J-MG;-19.975699;-43.968269;85d8b89f-c041-f6b0-ab35-64b18f427c93;65m2
03459-J-SC;-26.900523;-49.066375;361dd5ce-afab-a1d8-c07b-07627a04223d;65m2
10179-J-SP;-22.893048;-47.058345;394e6e62-1cc3-af5d-b465-902b6cb44261;80m2
24344-J-SP;-23.482962;-46.695678;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;81m2
25949-J-SP;-23.514704;-46.751312;a490cc19-a9fc-0c3f-0e2e-def51832abc9;68m2
13018-F-MG;-19.931579;-43.973175;654fee41-1856-3a7b-cab6-6ceae27b50e7;70m2
normal;-27.664064;-48.477628;701b0dee-1774-ab17-d9f0-ad7e13fdb054;45m2
normal;-23.597366;-46.684154;291438cf-714c-b497-7c5f-6312f843640b;52m2
normal;-23.571221;-46.758686;0af3f537-804d-dabc-18f6-c2c409290acd;62m2
24344-J-SP;-23.620905;-46.532723;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;88m2
24344-J-SP;-23.628558;-46.63624;a8c36aa5-da1c-0c25-7d28-b5e62fed6a80;101m2
030106-J-SP;-23.048165;-46.978858;68715d22-17f8-55cf-dc0b-306c67afabd4;80m2
normal;-30.015952;-51.153429;c612049d-1e71-f866-18db-d9ad9d17c295;normalm2
